id,date_of_birth,number_dependants,credit_utilization,debt_to_income_ratio,monthly_income,number_open_credit_lines,number_open_loans,number_90_days_past_due,number_charged_off,score1,score2,target
16235,1942-11-13,2,0.005866021738952078,0.20001193333750394,2100,5,2,0,0,546,597,1
16236,1998-01-21,1,0.17653154476356858,0.4229024625767452,2000,7,3,0,0,523,550,1
16237,1984-10-29,0,0.01556967223536142,0.4101206024431636,2100,6,0,1,0,545,683,0
16238,1942-12-12,0,0.03866317303899285,0.29820293737265,2000,2,2,0,0,809,833,0
16239,1959-06-11,0,0.004995120042938838,0.18830516673778447,2000,3,3,0,0,518,576,0
16240,1934-05-10,0,0.12042617090955364,0.3018646581680672,2700,2,2,0,1,804,815,0
16241,1947-09-05,1,0.05702559509089895,0.2917030903937035,2600,2,0,0,1,774,626,0
16242,1969-11-06,0,0.014001135454736276,0.5032199768174458,2300,4,0,1,0,725,796,1
16243,1992-09-23,2,0.03822738841040456,0.16591934609469236,2800,2,1,0,0,559,539,0
16244,1960-09-12,0,0.0736424943986462,0.5465986409025069,2100,4,1,0,0,786,700,0
16245,1987-04-13,0,0.005981336200572096,0.5620349014782593,2100,9,4,1,0,798,832,1
16246,1963-03-24,1,0.07992058947221713,0.3914094293832784,2100,5,2,0,0,713,631,0
16247,1962-09-13,1,0.019682439417384477,0.4142359531717542,2000,7,3,0,0,650,501,0
16248,1981-11-28,1,0.032685717863404976,0.40213308315657037,2800,2,0,0,0,569,570,0
16249,1995-03-18,0,0.007851025084776631,0.19061750681932366,2300,7,0,0,0,767,634,0
16250,1990-06-01,0,0.09292834075802767,0.2956790040149938,2400,7,2,0,0,781,637,0
16251,1969-03-14,0,0.002380603766090426,0.2615990972207999,2100,7,2,0,0,558,837,0
16252,1955-03-23,2,0.03563566581803467,0.3427848429709738,2000,6,1,0,0,729,798,0
16253,1949-01-11,3,0.020199490126329607,0.25691755205354627,2500,2,2,1,0,657,838,0
16254,1987-08-30,1,0.05138871322414816,0.2874214576936706,2600,6,6,0,0,751,689,0
16255,1953-02-17,0,0.026892142018665917,0.19373105890128717,2500,5,2,0,0,608,663,0
16256,1987-10-01,1,0.09361587243612862,0.23225173107092137,2300,7,2,1,0,610,775,0
16257,1953-08-01,1,0.02748911026135433,0.48304717133044445,2100,2,3,0,0,556,616,0
16258,1971-12-31,1,0.029039764566022856,0.2179819410495406,2300,4,3,0,0,576,658,0
16259,1983-09-05,1,0.12529151318401235,0.2262152059613634,3000,9,5,0,0,750,788,0
16260,1932-07-14,1,0.009243415455677393,0.30169850896072853,2000,4,1,0,0,533,811,0
16261,1980-04-26,0,0.0028349610512426455,0.34347091212901726,2300,1,0,1,0,634,587,1
16262,1953-03-13,0,0.05839584024370315,0.40093665968685427,2200,6,2,0,0,825,647,0
16263,1974-02-18,2,0.021641672283507794,0.4599592253095963,2100,4,0,0,0,601,617,0
16264,1949-10-26,2,0.05047372108584005,0.48325506540695806,2300,5,4,0,0,699,716,0
16265,1978-10-07,1,0.07879744980079569,0.38740006440917846,2400,3,4,0,0,743,529,0
16266,1943-02-14,0,0.00874457022686237,0.3878879762312249,2000,3,0,0,0,605,680,0
16267,1954-10-03,0,0.004029831724479455,0.473696046577135,2500,3,1,1,0,827,702,0
16268,1954-12-20,1,0.06932908208652704,0.5824551306070799,2000,2,3,0,0,683,530,0
16269,1982-07-17,0,0.041448240565038694,0.21350417703782223,2400,6,1,1,0,562,712,1
16271,1989-04-15,1,0.028961826715615476,0.3972363361245282,2000,5,1,0,0,582,675,0
16272,1965-05-16,0,0.10073149424810601,0.3887673360905365,2100,5,2,1,0,649,731,0
16273,1987-06-17,0,0.04439383133709113,0.41189237095642156,2400,1,6,0,0,786,765,0
16274,1962-02-14,1,0.1530313330727019,0.5039739095822717,3300,4,0,0,0,797,716,0
16275,1945-02-25,0,0.005547758774089694,0.39819711483380416,2000,7,1,0,0,713,756,0
16276,1947-04-16,0,0.0010830533318284517,0.5327147235782862,2300,6,2,0,0,771,738,0
16277,1956-01-17,0,0.030041028268252144,0.40422072283685584,2100,6,1,0,0,706,639,0
16278,1960-11-08,1,0.08811956293001089,0.23212190243384564,2200,5,0,0,0,687,515,0
16279,1939-03-26,1,0.006123302621747221,0.17258017339635479,2000,4,3,0,0,821,742,0
16280,1976-07-12,0,0.18719000638558755,0.1719046706588386,2000,5,0,0,0,627,592,0
16281,1951-11-26,0,0.0008733673736273937,0.33997955183292805,2200,5,4,0,0,565,774,0
16282,1946-02-25,0,0.05724325542261358,0.4225260169394768,2200,2,7,1,0,531,582,0
16283,1949-10-22,1,0.09616508532572081,0.4512002979286379,2100,7,1,1,0,690,675,0
16284,1970-02-10,1,0.0802568187706437,0.339164775158876,2200,4,0,0,0,704,829,0
16285,1945-08-29,0,0.05394477357891005,0.3420764843655987,2700,7,2,0,0,621,677,0
16286,1939-12-29,2,0.0025945044213789726,0.13559562989017285,2400,7,1,0,0,717,663,0
16287,1967-03-29,0,0.033425751762474684,0.38206645609930734,2000,6,3,0,0,717,732,0
16288,1992-01-06,0,0.21514305810619994,0.5215311474505678,2300,1,1,1,0,736,630,0
16289,1972-08-12,1,0.05147583096705264,0.31104805522800305,2000,6,1,0,1,817,805,0
16290,1979-04-17,1,0.009098684813836244,0.3786742384808093,2100,5,1,0,0,591,664,1
16291,1996-07-26,0,0.015006891358841638,0.42078092506493053,2400,6,4,0,0,763,788,0
16292,1980-07-23,0,0.05887598644291774,0.32994397009936877,3600,4,4,0,0,647,567,0
16293,1930-10-07,0,0.08869011721152141,0.25291512862780713,2400,1,3,0,0,603,576,0
16294,1977-02-19,1,0.049814901551690015,0.3601286027761722,2600,13,1,0,1,833,555,0
16295,1937-03-18,0,0.026224817456362976,0.21277694073808354,2200,4,3,0,0,604,815,0
16296,1931-07-18,1,0.10124738921225176,0.3584401682128167,3300,2,9,1,0,796,604,0
16297,1983-01-25,0,0.07492139951812253,0.28993217832827434,2000,8,1,0,1,784,599,0
16298,1935-05-25,0,0.013653958108045986,0.4320771429056403,2400,6,1,0,1,626,618,0
16299,1977-10-05,1,0.0017260470969885993,0.12857144445582644,2200,4,1,0,0,512,670,1
16300,1983-07-25,1,0.08968677300190354,0.2512130142202493,3300,6,3,0,0,705,556,0
16301,1974-11-10,1,0.002165082537832776,0.2594912774626381,2500,1,0,0,0,602,577,0
16302,1974-08-24,0,0.17380675361694387,0.32039192504133585,2100,2,2,0,0,587,682,0
16303,1968-07-21,0,0.042322761102973026,0.35502155982486544,2000,3,3,0,0,628,702,1
16304,1943-02-13,0,0.06568463528208185,0.39027604412749156,2600,4,2,0,0,825,612,0
16306,1939-01-17,0,0.09238489008853941,0.23932288905042645,2100,4,0,0,1,581,608,0
16307,1950-03-04,0,0.05526381988940621,0.37339584940263193,2300,8,2,0,0,695,649,0
16308,1938-03-10,1,0.023754764898897943,0.20908490892490517,2700,6,2,0,0,668,560,0
16309,1976-04-23,0,0.05346370981238435,0.44926913451571066,2000,2,0,0,1,813,686,0
16310,1950-06-24,0,0.09689428516601156,0.3549116110482547,3400,2,2,0,0,662,664,0
16311,1931-05-07,1,0.039936772403372685,0.4179816349942675,2200,3,1,0,0,805,563,0
16312,1992-05-22,1,0.11694724772189573,0.3815499999647202,2600,6,2,0,0,555,807,0
16313,1935-12-08,0,0.03990209736209591,0.3762697307431469,2600,5,4,0,0,793,548,0
16314,1996-02-29,0,0.06904868349223266,0.4472711034908426,2200,4,1,0,0,652,801,0
16315,1983-10-02,0,0.05166805202184883,0.3122284063260649,2100,3,3,0,0,502,732,0
16316,1986-12-14,0,0.004970240405382177,0.27041969332517524,2300,7,2,0,0,603,823,0
16317,1952-08-13,2,0.12086331075645726,0.22752879072926754,2400,6,2,0,0,614,590,0
16318,1953-09-20,-1,0.04248676646403565,0.49241322181212754,2100,6,3,1,1,742,754,0
16319,1974-08-12,1,0.09104090511012461,0.2514911423819486,2100,3,0,0,0,833,547,1
16320,1973-08-10,0,0.047904014040938296,0.17173639470503482,2300,5,2,0,1,711,516,0
16321,1940-12-08,1,0.030969573357723573,0.43172439798051127,2000,6,4,0,2,523,612,0
16322,1973-07-16,0,0.06882154449801835,0.32233449877378306,2000,3,0,0,0,699,767,0
16323,1953-12-15,1,0.12683073323083682,0.3270834119104935,2200,2,2,0,0,817,676,0
16324,1994-11-04,1,0.038496557477951956,0.5851311652941111,2700,3,6,0,0,552,794,0
16325,1994-12-07,2,0.00874410572067415,0.26042074870299586,2300,8,3,0,0,676,764,0
16326,1964-12-27,0,0.014467487650042628,0.13479050634949294,2300,6,2,3,0,735,501,1
16327,1997-04-24,2,0.039533836887427884,0.1635153163153336,2600,8,2,0,0,547,819,0
16328,1983-01-06,1,0.05923747357236263,0.2456546482729328,3000,5,2,0,0,604,523,0
16329,1947-11-19,0,0.08333440780453849,0.43523650488518784,2300,6,2,0,0,538,529,1
16330,1975-03-10,0,0.084788978354974,0.2532813172881384,2300,6,1,0,0,735,747,0
16331,1953-09-05,0,0.0440475646120726,0.28376361701749214,2300,6,0,0,0,607,557,0
16332,1955-03-02,0,0.11974294080167752,0.33644131067529426,2000,4,5,0,0,518,579,0
16333,1966-04-15,0,0.12418701919202763,0.35398548328191415,2100,4,2,0,0,622,601,0
16334,1995-05-07,1,0.04537126731874122,0.18927618291061074,2000,6,1,0,0,621,575,0
16335,1950-12-30,0,0.02261765195774905,0.24970274436367398,2100,6,2,0,0,828,541,0
16336,1985-10-25,0,0.006316174277064469,0.15039026738935432,2100,6,2,0,0,784,729,0
16337,1949-10-23,-1,0.0016342550033994958,0.13142120222156578,2800,8,2,0,0,723,575,0
16338,1942-03-03,0,0.09963509125818701,0.4320656024173871,2000,5,2,0,0,722,763,0
16339,1979-06-24,0,0.06246748958253588,0.29014706935586854,2400,8,2,0,0,759,530,0
16340,1992-01-29,0,0.2666394973112893,0.47357193663535924,3500,7,2,0,0,675,638,0
16341,1943-06-03,0,0.04683594066140489,0.23562510776410933,2000,4,4,0,1,632,700,0
16342,1943-04-20,0,0.027143574916675562,0.40677685382435563,3400,3,3,1,0,511,690,0
16343,1986-01-26,0,0.0001239115825031897,0.45847569509132036,2200,5,1,0,1,716,635,0
16344,1960-08-16,1,0.08465864592516856,0.2611532354800252,2000,3,0,0,0,816,794,0
16345,1981-10-23,1,0.12520158771681758,0.324196064976146,2200,2,0,0,0,503,814,1
16346,1986-03-27,0,0.013939615007326945,0.14296266726243695,2600,5,2,0,0,773,616,0
16347,1961-12-22,0,0.018928484851938758,0.4125336893414178,2400,3,0,1,1,539,694,0
16348,1987-11-23,0,0.22535186640900226,0.36609698557821335,2500,8,3,0,0,688,780,0
16349,1967-06-23,0,0.008209879552045654,0.3355601952516984,2200,8,2,0,1,571,772,0
16350,1962-01-23,0,0.0012629616099046844,0.39719520781704676,2300,3,0,0,0,748,754,0
16351,1939-11-26,0,0.0007554701338156933,0.3363544065481976,2100,3,0,0,0,722,582,0
16352,1989-05-10,0,0.006426113275889221,0.4528084438294135,2100,11,2,0,0,535,696,0
16353,1955-08-06,0,0.04036564926997782,0.21035119509112166,3100,4,0,0,0,640,810,0
16354,1975-03-28,1,0.09672810558515789,0.45135809377558217,2100,2,2,0,0,722,812,0
16355,1957-05-12,1,0.06098964110374662,0.5443210647750109,2400,5,1,0,0,805,754,0
16356,1943-09-27,0,0.07543425850674856,0.2741044829453538,2000,1,2,0,0,755,644,0
16357,1929-10-21,1,0.013044597727715383,0.4248149342398445,2000,2,3,0,0,699,539,0
16358,1967-10-19,0,0.018035296719208786,0.29242861948798127,2000,4,4,0,1,798,642,0
16359,1968-05-27,1,0.03773391704480871,0.30959562681864444,2000,7,2,0,0,782,510,0
16360,1984-10-14,0,0.08827490350525884,0.43268207727723806,2300,4,2,0,0,691,764,0
16361,1929-04-05,1,0.002787008718660574,0.09910715193744378,2300,3,4,0,0,627,678,0
16362,1972-04-30,0,0.08800281635566269,0.2794487728762855,2100,9,1,0,0,829,549,0
16363,1950-07-11,0,0.024394371391855768,0.23177349657524837,2200,3,0,0,0,567,679,0
16364,1960-07-15,0,0.018181446560500667,0.23430359594115654,2000,3,3,0,0,663,773,0
16366,1964-12-24,0,0.006604434504940214,0.2841768024487975,2100,6,3,0,1,518,777,1
16367,1956-12-01,0,0.06953155051632172,0.252115695425849,2100,6,1,1,0,763,542,0
16368,1946-12-10,0,0.09330195888711289,0.22095876574673545,2100,9,1,0,0,645,604,0
16369,1948-06-13,1,0.011698775311907394,0.528687190745347,2300,6,4,0,0,672,667,1
16370,1962-02-14,0,0.0354653986499981,0.3315505572487247,2300,6,3,0,0,636,629,0
16371,1969-12-06,2,0.0216842416735052,0.3586834108101603,2300,3,3,0,0,639,546,1
16372,1960-05-07,3,0.014318356748106838,0.29406826803544805,2300,1,5,0,0,814,546,0
16373,1990-12-26,1,0.012652253280737104,0.23793847111631322,2400,3,1,0,0,598,660,0
16374,1940-05-30,3,0.001801857864579215,0.22526358729083576,3400,6,3,0,0,826,770,0
16375,1956-09-10,0,0.08445877978906488,0.4681587352096958,2100,7,3,0,0,691,550,0
16376,1966-11-29,0,0.02442084786946727,0.37967905784048656,2800,7,1,0,0,747,630,0
16377,1973-09-22,1,0.07056717890754995,0.20225376723672572,2400,7,4,0,0,772,705,0
16378,1945-11-28,0,0.015185126025351253,0.5175622684069205,2000,7,1,0,0,724,513,1
16379,1954-06-09,-1,0.08725803460282101,0.2390030160239155,2100,3,3,0,0,553,643,0
16380,1938-08-17,0,0.0448303971352485,0.23014854379982008,2100,5,2,0,0,709,633,0
16381,1942-11-12,1,0.0002600148879139546,0.4660213148312488,2200,3,2,0,0,555,801,1
16382,1933-02-22,0,0.03374969850211562,0.3178594718391873,2500,7,2,0,0,743,678,0
16383,1966-09-14,0,0.008390207774259709,0.4491709670870768,2200,9,2,1,0,627,836,0
16384,1942-11-26,1,0.07150058500815684,0.17204004905810513,2000,0,3,0,0,527,653,0
16385,1985-03-26,0,0.07132623807766322,0.3633703559584921,2100,4,2,1,0,511,673,0
16386,1998-10-26,0,0.022922963653793548,0.45319310826375764,2000,8,2,0,0,831,812,0
16387,1944-03-28,0,0.05214612414088611,0.44689095500108383,2000,4,3,1,0,653,532,0
16388,1948-03-19,1,0.0019183123164096363,0.3153737297096447,2400,5,5,0,0,767,768,0
16389,1995-09-10,1,0.023778991570375968,0.2945672847474422,2000,6,1,1,0,704,839,0
16390,1928-07-30,1,0.014928939152207433,0.536839157055597,2100,4,0,0,0,617,610,0
16391,1995-07-21,0,0.030049364846268637,0.342339661589976,2100,6,0,1,0,502,769,1
16392,1965-10-15,1,0.05093142893449326,0.22587281188586336,2100,6,3,0,0,790,785,0
16393,1996-08-09,0,0.03787240872635408,0.32726886837244124,2200,4,4,0,0,524,603,0
16394,1993-05-19,0,0.04822440561565522,0.35650859145800246,2100,2,1,0,0,663,501,0
16395,1937-12-29,2,0.055032506169942715,0.28836357759647646,2000,3,1,1,1,714,701,0
16396,1989-07-09,0,0.15353826393192663,0.19147189470573786,2300,5,3,0,0,616,583,0
16397,1973-08-31,0,0.0406770006352062,0.2036424670219921,2200,7,3,1,0,608,624,0
16398,1962-03-13,0,0.0730528705594296,0.443080531525776,2000,3,2,0,0,514,574,0
16399,1965-09-18,0,0.055655823895996284,0.44887972061507087,2800,4,4,0,1,729,707,0
16401,1985-07-28,0,0.02997260111847674,0.41221713384687375,2600,9,2,0,0,680,686,1
16402,1977-03-11,0,0.03740732768046589,0.19257901258834345,2000,2,1,0,0,526,637,0
16403,1930-08-26,1,0.0834713841267315,0.363854804924101,2100,6,1,0,0,706,526,0
16404,1953-10-27,0,0.004597566321449473,0.3105142301318471,3000,1,4,0,0,726,762,0
16406,1931-06-19,0,0.04369880538045483,0.5070906107468193,2400,3,3,0,0,719,635,0
16407,1935-11-14,1,0.02574279822079836,0.29326391302694527,2000,4,5,0,0,598,670,0
16408,1998-09-13,0,0.005015333151237772,0.4190032542112379,2000,5,1,0,0,584,593,0
16409,1932-11-02,0,0.0901392880052048,0.40082234404545347,2100,5,2,0,0,736,802,0
16410,1975-02-28,1,0.014510690994745149,0.2657624836509434,2000,4,3,0,0,781,805,0
16411,1936-12-28,1,0.00950490365982188,0.36563560527542344,2700,4,3,0,0,581,777,0
16412,1990-11-07,1,0.03414943140856707,0.512798150621792,2300,5,1,0,1,573,525,0
16413,1956-10-09,-1,0.038465179170103024,0.39278872950856625,2000,1,2,0,0,802,762,0
16414,1932-03-14,0,0.04758831809516295,0.1769847012341586,2000,5,2,0,0,621,595,0
16415,1998-09-03,0,0.1218908363800168,0.2660521643280933,2000,5,1,0,0,529,677,0
16416,1942-06-27,0,0.027184359956151802,0.3935397922650357,2000,4,2,0,0,792,747,0
16417,1935-11-18,0,0.04338854266630996,0.2147619654149114,2400,5,1,1,0,655,678,0
16418,1947-07-10,0,0.15090370456701419,0.41438266923155403,2000,5,2,0,0,706,767,0
16420,1977-05-11,1,0.047360186183430755,0.16876617696287943,2400,4,2,0,1,500,684,1
16421,1961-06-30,0,0.013957455873552588,0.45633564433310403,2000,3,1,0,1,563,549,0
16422,1966-05-11,0,0.028548575547296697,0.34640970318384945,2100,3,3,0,0,593,784,0
16423,1953-11-05,1,0.06551624489493649,0.40396082467350225,2000,6,3,0,0,723,824,0
16424,1977-05-30,0,0.20061209821178314,0.2799493306683129,2000,3,3,1,2,822,681,0
16425,1971-10-22,2,0.008106953261675908,0.37092687991658335,2100,3,1,0,0,560,646,0
16426,1978-10-03,0,0.03988518152324372,0.3560736541834586,3200,4,2,0,0,638,765,0
16427,1938-10-05,0,0.043059451866635595,0.39422300865782245,2300,4,0,0,0,794,703,0
16428,1982-08-07,0,0.07673353604839345,0.4111544220667534,3900,6,2,1,0,838,817,0
16429,1967-05-08,0,0.006282401555613498,0.38911245121685967,2200,6,2,0,1,701,803,0
16430,1987-02-17,0,0.0036148248380117724,0.3229837299421468,2100,3,2,0,0,696,734,0
16431,1935-05-05,0,0.06562464875495182,0.10067861960237855,2000,3,5,0,0,598,673,1
16432,1997-08-20,1,0.023130528657370652,0.5781245954733526,2000,6,2,0,0,751,602,0
16433,1945-09-02,0,0.08711391682257691,0.3054065872766227,2000,3,2,1,0,685,673,1
16434,1956-06-07,1,0.07323176864334933,0.24939806155639144,2100,4,6,0,0,517,568,0
16435,1991-03-06,2,0.012595609795852778,0.21270677804367005,2200,7,0,0,0,818,833,0
16436,1990-01-06,0,0.01615685622805641,0.3138544577972104,2500,7,1,0,0,757,737,0
16437,1940-12-02,1,0.018320972847800363,0.4052275970688564,2100,5,4,1,0,814,785,0
16438,1989-06-24,0,0.05005844704884823,0.23143307461069834,2200,6,2,0,1,575,808,0
16439,1978-09-03,1,0.006755172394446081,0.30682401683722693,2200,7,2,0,0,556,831,0
16440,1930-08-06,1,0.1779266845338793,0.5266753613927788,2100,3,4,0,0,618,708,0
16441,1970-12-22,1,0.0424264895963606,0.3321706566859888,2300,4,3,0,0,685,775,0
16442,1953-12-19,0,0.011626935756708234,0.3402719436010779,2200,3,4,0,0,670,529,1
16444,1964-03-15,1,0.12038887221842985,0.35774537831887626,2000,2,7,0,0,692,715,0
16445,1944-06-01,2,0.03128701102431492,0.2637649127137956,2000,6,2,0,0,505,659,0
16446,1982-10-29,1,0.04572972189692635,0.268114843360657,2300,6,2,0,0,510,822,0
16447,1970-05-19,1,0.04055949328504295,0.20492891926605056,2200,2,1,0,0,512,657,0
16448,1936-07-31,0,0.16872149662439379,0.4658730068932866,2200,5,2,0,0,583,640,0
16449,1952-11-08,0,0.12466141622557057,0.30731012247582395,2900,4,1,0,0,648,572,0
16450,1961-09-13,0,0.06038599688274384,0.2729490947809394,2200,3,5,0,0,613,675,0
16451,1952-04-20,0,0.04211540507411249,0.2722865753916263,2100,4,2,0,0,780,695,0
16452,1988-12-31,0,0.037272940514536744,0.08466304334103993,2100,6,0,1,0,551,615,0
16453,1959-04-17,1,0.051218703508088624,0.4291180297235271,2100,5,6,0,0,648,687,0
16454,1938-06-09,0,0.09613481583476138,0.33707066654099194,2300,4,4,0,0,500,611,0
16455,1978-05-05,0,0.009769396235265251,0.22937908849887692,2000,4,1,0,0,639,642,0
16456,1965-11-12,0,0.06597026728997013,0.5110652648690467,2000,4,2,0,0,812,531,0
16457,1958-05-26,0,0.128251861751901,0.37599863201670347,2000,3,1,1,0,699,800,0
16458,1945-10-01,0,0.007226807524932932,0.2006013048262418,2400,4,1,0,0,618,677,0
16459,1975-10-01,1,0.0034710225227258277,0.2709284726791386,2100,4,1,0,0,741,632,1
16460,1961-06-28,1,0.12233229708627226,0.22705821044676736,2600,5,2,0,0,611,699,0
16461,1966-09-28,0,0.07152189925322215,0.2744651895821042,2700,7,4,0,0,636,500,1
16462,1973-01-05,1,0.021657354664062732,0.264599953672723,3000,7,2,0,0,687,749,0
16463,1950-08-01,0,0.14861728216047712,0.2959129789511131,2000,8,1,0,0,605,751,0
16464,1995-07-31,0,0.016109827302555533,0.3143824496011695,2100,2,2,0,0,761,642,0
16465,1987-01-06,0,0.014075872040715243,0.4001880895414505,2200,9,1,0,0,778,775,0
16466,1934-11-16,0,0.011083478759968428,0.6195403675038758,2100,6,0,0,1,581,836,0
16467,1995-08-13,0,0.07846473576025245,0.3281069749000878,2700,5,3,0,0,567,790,0
16468,1976-07-23,2,0.041046266090756935,0.6129365839640373,2100,5,2,0,0,677,689,0
16469,1953-09-04,1,0.09728406229094916,0.44668233519262796,2000,4,2,1,0,560,559,0
16470,1991-08-14,2,0.06939404257406052,0.13752868237146215,3200,12,1,0,0,658,740,0
16471,1955-09-15,1,0.13910246028046486,0.25948367212508655,2200,2,2,0,0,673,667,0
16472,1989-02-23,1,0.09223268373406296,0.41091365473724095,2000,5,1,0,0,538,751,0
16473,1936-06-21,0,0.07482578506055139,0.293989838880807,2000,5,1,1,0,526,501,0
16474,1998-06-28,1,0.27540494043168073,0.1785742760116052,2300,5,3,0,0,766,652,0
16475,1943-04-30,1,0.006248705402452768,0.3337370131694419,2200,3,2,0,0,824,668,0
16476,1965-05-28,1,0.08555543013780552,0.14143599249025007,2600,3,1,0,0,731,734,0
16477,1960-01-14,0,0.15067841298194853,0.19910302353179005,2100,3,3,0,0,572,562,1
16478,1951-05-21,0,0.06806902701287912,0.18276883029462973,2100,5,1,0,0,626,820,0
16479,1936-03-31,1,0.0002314097640177892,0.40051255917567086,2200,6,3,0,0,735,666,0
16481,1961-12-30,1,0.08638943315855917,0.27166951699109004,2400,6,1,0,0,657,688,0
16483,1952-08-03,0,0.02461019865917991,0.1759584060535889,2200,5,1,0,0,535,523,0
16484,1961-04-19,0,0.02379656991960891,0.21130268564510582,2200,3,3,0,0,802,656,0
16485,1969-10-29,0,0.016432051737183057,0.5425981367477775,2200,7,2,0,0,718,749,0
16486,1967-06-13,0,0.024250076132451122,0.2448602175561063,2800,4,2,0,1,780,804,0
16487,1956-10-30,2,0.016509022492173498,0.4371929732511676,2800,3,3,0,0,795,670,0
16488,1961-06-25,0,0.05415473878397226,0.12288659958254969,2100,3,1,0,1,593,794,0
16489,1928-06-05,0,0.11830864455975641,0.36094062366720453,2100,8,1,0,0,728,569,0
16490,1959-05-12,0,0.07433028055569463,0.2473238035579279,2900,7,2,0,0,636,733,0
16491,1951-06-10,0,0.06448183155737998,0.3685729635115397,2500,10,7,0,0,671,792,0
16492,1960-01-19,0,0.10656031495343939,0.29669232777726495,2100,7,4,0,0,636,700,0
16493,1964-12-20,0,0.07618187821827586,0.37033254576423186,2800,4,1,0,0,677,623,0
16494,1983-10-02,0,0.07469255150153035,0.3171624323437005,2000,3,4,0,0,589,608,0
16495,1989-04-17,2,0.015060196930498409,0.3352774788881109,2600,4,2,0,0,747,555,0
16496,1954-08-18,0,0.020283563373666994,0.2077204981911383,2100,5,3,0,0,560,794,0
16497,1941-02-09,1,0.16188547312989857,0.2829166924974162,2700,2,1,0,0,503,720,0
16498,1980-08-27,0,0.018661749648152343,0.6613946427682709,2200,1,1,0,0,808,607,0
16500,1947-08-08,0,0.1576375265730214,0.2457666441252474,2200,5,0,0,0,685,560,0
16501,1960-10-12,0,0.02366001951650639,0.1736806967612211,2300,4,0,0,0,631,551,0
16502,1967-08-27,0,0.13924980879074186,0.3030899273692678,2100,9,2,0,0,643,616,0
16503,1936-10-07,0,0.1142595088048177,0.29320028961059,2000,4,2,0,0,705,665,0
16504,1951-08-09,0,0.07425607140089692,0.41660197019952655,2000,3,3,0,1,802,608,0
16505,1939-06-30,0,0.015766168643688804,0.2995533358506936,2100,4,2,0,0,760,837,0
16506,1950-03-08,0,0.003752203199466545,0.5247625180317456,2000,6,2,0,0,715,538,0
16507,1949-03-29,0,0.07096879602281708,0.4700322973411842,2000,4,1,0,0,772,658,0
16508,1979-05-10,1,0.02006116109689177,0.46958109560522887,2300,2,1,0,0,706,532,0
16509,1975-12-12,1,0.005023488881000733,0.5130590392480371,3000,6,4,0,0,648,731,0
16510,1975-10-15,0,0.09091097205948155,0.1442393208444519,2000,8,2,0,0,563,828,0
16511,1930-12-28,0,0.028488902690952642,0.2073769445795512,2300,7,2,0,0,509,800,0
16512,1965-01-06,1,0.009709121435871248,0.4529622367343943,2100,1,2,0,0,779,564,0
16513,1996-03-15,1,0.01661703015234075,0.16069647712910262,2100,6,1,0,0,758,777,0
16514,1930-04-23,0,0.18702971167770122,0.2015832099269273,2400,8,4,0,0,709,806,0
16515,1990-07-01,1,0.03135200094301537,0.2261005099495743,2400,5,2,0,0,754,817,0
16516,1956-10-10,0,0.07675048400563834,0.46432425860552784,2200,4,1,0,0,817,586,0
16517,1982-05-05,0,0.03162771563158978,0.16292201828514513,2000,7,1,0,0,548,603,1
16518,1985-07-12,0,0.04400120033704035,0.24891643636181748,2600,5,2,0,0,735,748,0
16519,1953-01-29,0,0.011954372855636991,0.4658700540273295,2600,1,1,0,0,512,586,0
16520,1967-12-06,0,0.08780455561292372,0.3999162586983066,2100,6,2,0,0,755,531,0
16521,1971-09-09,0,0.01850048416359609,0.35285609959801506,2600,6,0,0,0,774,837,0
16522,1935-08-21,0,0.020135106317437774,0.5186386211537567,2500,7,1,0,0,500,800,0
16523,1972-07-25,1,0.05036295677993686,0.6142102621546623,3800,4,4,0,0,694,562,0
16524,1972-12-23,0,0.08146742923111809,0.4073286098268525,2600,5,0,0,0,774,549,0
16525,1977-02-17,1,0.034211318503254005,0.34280726141057466,2600,6,2,0,0,544,745,0
16526,1970-03-22,0,0.042770291580452285,0.3034779274179015,2900,8,1,0,0,604,705,0
16527,1978-07-27,0,0.003233883587116483,0.15743768881434322,3100,4,4,0,0,640,577,0
16528,1963-02-26,0,0.018825328894224547,0.24672369442730147,3200,4,0,0,0,531,715,0
16529,1984-03-29,0,0.0010545466620181312,0.19422924612606382,2000,5,2,0,0,567,604,0
16531,1947-04-28,1,0.018901675707385945,0.3901296013824262,2200,5,1,0,0,768,839,0
16532,1966-08-31,0,0.009985276792796057,0.2867890402540062,2000,9,2,0,0,501,512,1
16534,1959-03-12,0,0.0169783035463078,0.23869859621193903,2200,6,2,0,0,625,503,0
16535,1968-07-06,1,0.018046451143346156,0.3378377779745774,2000,6,2,0,0,627,836,0
16536,1981-12-07,0,0.010810239058625284,0.13162047766097473,2300,4,2,0,0,665,636,0
16537,1964-06-28,0,0.007029513928982212,0.42982632600182274,2000,5,1,0,0,567,667,0
16538,1975-01-16,0,0.025924050057178842,0.3907502312161959,2200,8,2,0,0,818,517,0
16539,1960-11-19,1,0.008069820814464446,0.4294247279271393,2000,4,4,0,0,686,602,0
16540,1961-10-05,0,0.06017117901372905,0.4171339338848137,2400,3,2,0,0,648,545,0
16541,1990-05-04,2,0.02849837475819936,0.2927344326105997,2400,8,2,0,0,552,745,0
16542,1980-10-20,0,0.07113571075338282,0.39800180282152375,2400,6,3,0,1,735,516,0
